ScientificName,latitude,longitude
Arthrogorgia otsukai,51,-179
Arthrogorgia,53,-169
Arthrogorgia,53,-172
Arthrogorgia,52,-178
Arthrogorgia,52,179
Arthrogorgia,51,-179
Arthrogorgia,52,177
Arthrogorgia,53,172
Arthrogorgia,52,-171
Arthrogorgia,52,-172
Arthrogorgia,52,178
Arthrogorgia,53,171
Arthrogorgia,53,-170
Arthrogorgia,52,-179
Arthrogorgia,53,-171
Arthrogorgia,52,-173
Arthrogorgia,51,179
Arthrogorgia,59,-141
Arthrogorgia,54,-161
Arthrogorgia utinomii,53,-169
Arthrogorgia utinomii,53,-170
Arthrogorgia utinomii,52,-171
Arthrogorgia utinomii,52,-175
Arthrogorgia utinomii,53,-172
Balticina,54,-164
Bathypathes,48,-126
Bathypathes,46,-125
Bathypathes,45,-125
Bathypathes,44,-125
Bathypathes,43,-125
Bathypathes,46,-124
Bathypathes,47,-125
Bathypathes,48,-125
Bathypathes,42,-125
Bathypathes,59,-141
Bathypathes,59,-151
Calcigorgia,55,-157
Calcigorgia,54,-166
Calcigorgia,53,-172
Calcigorgia,52,-172
Calcigorgia,53,-171
Calcigorgia,52,-177
Calcigorgia,52,-176
Calcigorgia,52,-178
Calcigorgia,51,-179
Calcigorgia,53,-179
Calcigorgia,43,-125
Calcigorgia,48,-126
Calcigorgia,52,-171
Calcigorgia,52,-174
Calcigorgia,52,-173
Calcigorgia,52,-179
Calcigorgia,53,-167
Calcigorgia,47,-125
Calcigorgia,53,-170
Calcigorgia,53,-169
Calcigorgia,54,-162
Calcigorgia,52,-180
Calcigorgia,52,177
Calcigorgia,53,171
Calcigorgia spiculifera,45,-125
Calcigorgia spiculifera,53,-170
Calcigorgia spiculifera,53,-171
Calcigorgia spiculifera,53,-172
Calcigorgia spiculifera,52,-172
Calcigorgia spiculifera,52,-179
Calcigorgia spiculifera,52,177
Calcigorgia spiculifera,52,178
Calcigorgia spiculifera,52,176
Calcigorgia spiculifera,35,-121
Calcigorgia spiculifera,52,-171
Calcigorgia spiculifera,52,-173
Calcigorgia spiculifera,52,175
Calcigorgia spiculifera,53,-169
Calcigorgia spiculifera,52,-178
Calcigorgia spiculifera,51,179
Calcigorgia spiculifera,53,-167
Calcigorgia spiculifera,52,-174
Calcigorgia spiculifera,52,-170
Calcigorgia spiculifera,52,-176
Calcigorgia spiculifera,52,180
Calcigorgia spiculifera,51,-178
Calcigorgia spiculifera,53,-168
Calcigorgia spiculifera,54,-161
Callogorgia,52,-171
Callogorgia,53,-171
Callogorgia,52,-173
Callogorgia,52,-172
Callogorgia,51,179
Callogorgia,52,176
Callogorgia,52,175
Callogorgia,52,174
Callogorgia,53,171
Callogorgia,53,172
Callogorgia,52,178
Callogorgia,53,-169
Callogorgia,53,-168
Callogorgia,53,-167
Callogorgia,54,-164
Callogorgia,54,-163
Callogorgia,54,-162
Callogorgia,55,-160
Callogorgia,55,-159
Callogorgia,55,-158
Callogorgia,56,-156
Callogorgia,56,-157
Callogorgia,57,-157
Callogorgia,59,-151
Callogorgia,54,-167
Callogorgia,53,-170
Callogorgia,53,-172
Callogorgia,52,-175
Callogorgia,54,-166
Callogorgia,52,-174
Callogorgia,52,-177
Callogorgia,52,-178
Callogorgia,52,-179
Callogorgia,51,-179
Callogorgia,52,-180
Callogorgia,52,179
Callogorgia,52,180
Callogorgia,52,-176
Callogorgia,52,177
Callogorgia,53,174
Callogorgia,53,173
Callogorgia,55,-157
Callogorgia,57,-153
Callogorgia,57,-152
Callogorgia,47,-125
Callogorgia,45,-125
Callogorgia,56,-169
Callogorgia,56,-152
Caryophyllia (Caryophyllia) alaskensis,52,-173
Caryophyllia (Caryophyllia) alaskensis,52,-178
Caryophyllia (Caryophyllia) alaskensis,52,180
Caryophyllia (Caryophyllia) alaskensis,53,171
Caryophyllia (Caryophyllia) alaskensis,53,172
Caryophyllia (Caryophyllia) alaskensis,52,178
Caryophyllia (Caryophyllia) alaskensis,53,-172
Caryophyllia (Caryophyllia) alaskensis,53,-171
Caryophyllia (Caryophyllia) alaskensis,52,-175
Caryophyllia (Caryophyllia) alaskensis,52,177
Caryophyllia (Caryophyllia) alaskensis,52,175
Caryophyllia (Caryophyllia) alaskensis,53,-170
Caryophyllia (Caryophyllia) alaskensis,52,176
Caryophyllia (Caryophyllia) alaskensis,52,-170
Caryophyllia (Caryophyllia) alaskensis,53,173
Caryophyllia (Caryophyllia) arnoldi,59,-149
Caryophyllia (Caryophyllia) arnoldi,52,178
Caryophyllia (Caryophyllia) arnoldi,53,173
Caryophyllia,52,-177
Caryophyllia,52,-180
Caryophyllia,52,-175
Caryophyllia,51,179
Caryophyllia,52,178
Caryophyllia,53,172
Caryophyllia,53,173
Caryophyllia,53,-172
Caryophyllia,52,-178
Caryophyllia,52,177
Caryophyllia,36,-121
Caryophyllia,55,-133
Caryophyllia,52,179
Caryophyllia,52,175
Caryophyllia,53,-171
Caryophyllia,52,-173
Caryophyllia,53,-169
Caryophyllia,52,176
Caryophyllia,53,-170
Caryophylliidae,53,-170
Caryophylliidae,52,-171
Caryophylliidae,52,-170
Caryophylliidae,53,-172
Caryophylliidae,52,-173
Caryophylliidae,52,-176
Chrysopathes speciosa,47,-125
Chrysopathes speciosa,46,-125
Chrysopathes speciosa,45,-125
Chrysopathes speciosa,44,-125
Chrysopathes speciosa,43,-125
Chrysopathes speciosa,40,-125
Chrysopathes speciosa,41,-125
Chrysopathes speciosa,42,-125
Chrysopathes speciosa,45,-124
Chrysopathes speciosa,48,-125
Chrysopathes speciosa,54,-162
Chrysopathes speciosa,48,-126
Chrysopathes speciosa,59,-147
Chrysopathes speciosa,36,-122
Chrysopathes speciosa,58,-174
Chrysopathes speciosa,59,-141
Chrysopathes speciosa,52,177
Clavularia cf. evagorgiacrustan,52,-171
Sarcodictyon incrustans,52,-172
Sarcodictyon incrustans,52,-178
Sarcodictyon incrustans,52,176
Sarcodictyon incrustans,58,-174
Sarcodictyon incrustans,56,-173
Sarcodictyon incrustans,53,-172
Sarcodictyon incrustans,57,-172
Sarcodictyon incrustans,55,-168
Sarcodictyon incrustans,52,-179
Sarcodictyon incrustans,52,-177
Sarcodictyon incrustans,53,172
Clavularia,52,-178
Clavularia,52,176
Clavularia,53,172
Clavularia,53,-169
Clavularia,53,-172
Cryogorgia koolsae,51,-178
Cryogorgia koolsae,52,-179
Cryogorgia koolsae,52,-178
Cryogorgia koolsae,51,179
Cryogorgia koolsae,52,176
Cryogorgia koolsae,53,-172
Cryogorgia koolsae,53,-171
Cryogorgia koolsae,52,177
Cryogorgia koolsae,53,174
Cryogorgia koolsae,53,-170
Cryogorgia koolsae,52,-171
Cryogorgia koolsae,52,-173
Cryogorgia koolsae,52,-172
Cryogorgia koolsae,51,-179
Cryogorgia koolsae,52,178
Crypthelia,52,-174
Crypthelia trophostega,52,-178
Crypthelia trophostega,51,-179
Crypthelia trophostega,52,177
Crypthelia trophostega,53,172
Crypthelia trophostega,53,173
Crypthelia trophostega,52,176
Crypthelia trophostega,60,-146
Crypthelia trophostega,55,-133
Crypthelia trophostega,53,-173
Crypthelia trophostega,52,-173
Crypthelia trophostega,53,-172
Crypthelia trophostega,52,178
Crypthelia trophostega,51,179
Crypthelia trophostega,52,175
Crypthelia trophostega,53,-170
Crypthelia trophostega,52,-174
Crypthelia trophostega,52,-172
Crypthelia trophostega,52,-170
Crypthelia trophostega,53,-169
Crypthelia trophostega,52,-171
Crypthelia trophostega,52,-179
Cyclohelia lamellata,53,-170
Cyclohelia lamellata,53,-169
Cyclohelia lamellata,53,-171
Cyclohelia lamellata,52,-171
Cyclohelia lamellata,53,-172
Cyclohelia lamellata,52,-172
Cyclohelia lamellata,52,-173
Cyclohelia lamellata,52,176
Cyclohelia lamellata,57,-152
Cyclohelia lamellata,52,-170
Cyclohelia lamellata,52,-175
Cyclohelia lamellata,52,-178
Cyclohelia lamellata,52,-179
Cyclohelia lamellata,52,175
Cyclohelia lamellata,52,179
Cyclohelia lamellata,52,180
Cyclohelia lamellata,52,177
Cyclohelia,52,-171
Cyclohelia,52,177
Cyclohelia,53,-169
Cyclohelia,52,176
Cyclohelia,52,-172
Cyclohelia,52,-173
Cyclohelia,53,-172
Cyclohelia,53,-171
Cyclohelia,52,179
Distichopora borealis,52,-178
Distichopora borealis,53,-180
Distichopora borealis,52,177
Distichopora borealis,53,172
Distichopora borealis,52,175
Distichopora borealis,52,176
Distichopora borealis,53,-166
Distichopora borealis,52,179
Distichopora borealis,53,-173
Distichopora borealis,53,-172
Distichopora borealis,52,178
Distichopora borealis,53,173
Distichopora borealis,52,-171
Distichopora,52,-172
Distichopora,52,-173
Distichopora,53,-172
Distichopora,52,180
Distichopora,52,178
Distichopora,52,177
Distichopora,52,176
Distichopora,51,-178
Distichopora,53,-169
Distichopora,52,-178
Distichopora,52,175
Distichopora,52,-180
Distichopora,53,-171
Distichopora,52,-174
Distichopora,53,-173
Errinopora nanneca,52,-178
Errinopora nanneca,52,180
Errinopora nanneca,52,178
Errinopora nanneca,52,177
Errinopora nanneca,52,176
Errinopora nanneca,53,172
Errinopora nanneca,52,-180
Errinopora nanneca,53,-169
Errinopora pourtalesi,51,179
Errinopora pourtalesi,52,178
Errinopora pourtalesi,51,-178
Errinopora,53,-170
Errinopora,52,-172
Errinopora,53,-172
Errinopora,52,-177
Errinopora,52,-178
Errinopora,51,-178
Errinopora,52,178
Errinopora,52,177
Errinopora,53,172
Errinopora,52,-174
Errinopora,52,-179
Errinopora,52,175
Errinopora,52,176
Errinopora,52,179
Errinopora,52,180
Errinopora,52,-180
Errinopora,53,-169
Errinopora,53,-171
Errinopora,52,-171
Errinopora,57,-155
Errinopora,52,-173
Errinopora zarhyncha,52,-172
Errinopora zarhyncha,52,-173
Errinopora zarhyncha,51,-178
Errinopora zarhyncha,53,-169
Errinopora zarhyncha,52,178
Chromoplexaura marki,55,-156
Chromoplexaura marki,56,-155
Chromoplexaura marki,39,-124
Chromoplexaura marki,42,-125
Chromoplexaura marki,52,-173
Chromoplexaura marki,52,-172
Chromoplexaura marki,52,-179
Chromoplexaura marki,52,177
Chromoplexaura marki,52,178
Chromoplexaura marki,52,176
Chromoplexaura marki,48,-125
Chromoplexaura marki,46,-125
Chromoplexaura marki,41,-124
Chromoplexaura marki,36,-122
Chromoplexaura marki,53,-170
Chromoplexaura marki,41,-125
Chromoplexaura marki,43,-125
Chromoplexaura marki,56,-135
Plexauridae,53,-169
Plexauridae,53,-170
Plexauridae,52,-173
Plexauridae,53,-172
Plexauridae,52,-172
Plexauridae,52,-176
Plexauridae,52,-179
Plexauridae,52,179
Plexauridae,52,174
Plexauridae,53,173
Plexauridae,52,178
Plexauridae,52,-177
Plexauridae,52,176
Plexauridae,52,175
Plexauridae,52,-174
Plexauridae,53,-171
Plexauridae,52,-178
Callogorgia compressa,53,-169
Callogorgia compressa,53,-170
Callogorgia compressa,53,-168
Callogorgia compressa,54,-162
Callogorgia compressa,54,-160
Callogorgia compressa,55,-158
Callogorgia compressa,55,-159
Callogorgia compressa,55,-157
Callogorgia compressa,56,-157
Callogorgia compressa,53,-171
Callogorgia compressa,52,-171
Callogorgia compressa,52,-172
Callogorgia compressa,52,-173
Callogorgia compressa,52,-174
Callogorgia compressa,52,-175
Callogorgia compressa,53,-172
Callogorgia compressa,52,-176
Callogorgia compressa,52,-177
Callogorgia compressa,52,-178
Callogorgia compressa,52,-179
Callogorgia compressa,52,179
Callogorgia compressa,52,180
Callogorgia compressa,53,180
Callogorgia compressa,51,-179
Callogorgia compressa,51,179
Callogorgia compressa,52,178
Callogorgia compressa,52,177
Callogorgia compressa,52,176
Callogorgia compressa,52,174
Callogorgia compressa,53,172
Callogorgia compressa,53,173
Callogorgia compressa,52,175
Callogorgia compressa,53,-166
Callogorgia compressa,53,-167
Callogorgia compressa,55,-156
Callogorgia compressa,57,-152
Callogorgia compressa,56,-154
Callogorgia compressa,57,-151
Callogorgia compressa,53,171
Callogorgia compressa,51,-178
Callogorgia compressa,53,-173
Callogorgia compressa,52,-170
Callogorgia compressa,53,174
Callogorgia compressa,55,-163
Callogorgia compressa,55,-160
Callogorgia compressa,54,-159
Callogorgia compressa,56,-158
Callogorgia compressa,54,-163
Callogorgia compressa,55,-162
Callogorgia compressa,55,-161
Callogorgia compressa,53,-174
Callogorgia fraseri,52,-171
Callogorgia fraseri,52,-170
Callogorgia fraseri,52,-173
Callogorgia fraseri,52,-172
Callogorgia fraseri,53,-172
Callogorgia fraseri,53,-171
Callogorgia fraseri,52,-178
Callogorgia fraseri,52,-180
Callogorgia fraseri,53,172
Callogorgia fraseri,52,176
Callogorgia fraseri,52,-174
Callogorgia fraseri,52,180
Callogorgia fraseri,52,178
Callogorgia fraseri,53,-169
Callogorgia fraseri,55,-159
Callogorgia fraseri,55,-158
Callogorgia fraseri,57,-152
Callogorgia fraseri,57,-153
Callogorgia fraseri,55,-157
Callogorgia fraseri,57,-151
Callogorgia fraseri,56,-154
Callogorgia,55,-156
Gersemia rubiformis,56,-161
Gersemia rubiformis,56,-165
Gersemia rubiformis,57,-164
Gersemia rubiformis,57,-163
Gersemia rubiformis,57,-161
Gersemia rubiformis,57,-160
Gersemia rubiformis,57,-159
Gersemia rubiformis,57,-162
Gersemia rubiformis,56,-160
Gersemia rubiformis,58,-165
Gersemia rubiformis,58,-169
Gersemia rubiformis,58,-168
Gersemia rubiformis,60,-174
Gersemia rubiformis,56,-164
Gersemia rubiformis,57,-158
Gersemia rubiformis,58,-158
Gersemia rubiformis,58,-159
Gersemia rubiformis,58,-160
Gersemia rubiformis,58,-161
Gersemia rubiformis,58,-162
Gersemia rubiformis,58,-163
Gersemia rubiformis,58,-166
Gersemia rubiformis,58,-170
Gersemia rubiformis,59,-172
Gersemia rubiformis,61,-177
Gersemia rubiformis,60,-173
Gersemia rubiformis,61,-173
Gersemia rubiformis,60,-172
Gersemia rubiformis,61,-172
Gersemia rubiformis,58,-167
Gersemia rubiformis,64,-167
Gersemia rubiformis,63,-169
Gersemia rubiformis,64,-168
Gersemia rubiformis,62,-173
Gersemia rubiformis,60,-171
Gersemia rubiformis,59,-166
Gersemia rubiformis,60,-166
Gersemia rubiformis,59,-167
Gersemia rubiformis,60,-167
Gersemia rubiformis,59,-168
Gersemia rubiformis,60,-168
Gersemia rubiformis,58,-164
Gersemia rubiformis,57,-165
Gersemia rubiformis,57,-168
Gersemia rubiformis,58,-171
Gersemia rubiformis,59,-169
Gersemia rubiformis,57,-169
Gersemia rubiformis,57,-171
Gersemia rubiformis,64,-163
Gersemia rubiformis,64,-162
Gersemia rubiformis,64,-165
Gersemia rubiformis,64,-164
Gersemia rubiformis,63,-166
Gersemia rubiformis,64,-166
Gersemia rubiformis,63,-168
Gersemia rubiformis,61,-169
Gersemia rubiformis,63,-171
Gersemia rubiformis,63,-172
Gersemia rubiformis,62,-176
Gersemia rubiformis,63,-175
Gersemia rubiformis,62,-175
Gersemia rubiformis,60,-169
Gersemia rubiformis,59,-170
Gersemia rubiformis,59,-171
Gersemia rubiformis,59,-160
Gersemia rubiformis,55,-163
Gersemia rubiformis,56,-163
Gersemia rubiformis,62,-174
Gersemia rubiformis,61,-175
Gersemia rubiformis,61,-176
Gersemia rubiformis,59,-173
Gersemia rubiformis,59,-174
Gersemia rubiformis,56,-162
Gersemia rubiformis,59,-165
Gersemia rubiformis,60,-170
Gersemia rubiformis,61,-174
Gersemia rubiformis,63,-174
Gersemia rubiformis,59,-176
Gersemia rubiformis,61,-170
Gersemia rubiformis,61,-171
Gersemia rubiformis,63,-173
Gersemia rubiformis,57,-166
Gersemia rubiformis,58,-172
Gersemia rubiformis,57,-167
Gersemia rubiformis,57,-170
Gersemia rubiformis,61,-168
Gersemia rubiformis,62,-168
Gersemia rubiformis,62,-167
Gersemia rubiformis,63,-167
Gersemia rubiformis,64,-170
Gersemia rubiformis,64,-172
Gersemia rubiformis,64,-171
Gersemia rubiformis,62,-169
Gersemia rubiformis,62,-170
Gersemia rubiformis,65,-168
Gersemia rubiformis,65,-167
Gersemia rubiformis,62,-171
Gersemia rubiformis,62,-172
Gersemia rubiformis,63,-165
Gersemia rubiformis,63,-170
Gersemia rubiformis,61,-167
Gersemia,60,-148
Gersemia,60,-147
Gersemia,54,-161
Gersemia,55,-161
Gersemia,55,-163
Gersemia,54,-166
Gersemia,61,-147
Gersemia,59,-140
Gersemia,60,-142
Gersemia,60,-150
Gersemia,59,-150
Gersemia,59,-149
Gersemia,56,-168
Gersemia,57,-165
Gersemia,57,-166
Gersemia,58,-165
Gersemia,58,-166
Gersemia,59,-167
Gersemia,58,-167
Gersemia,57,-168
Gersemia,58,-168
Gersemia,59,-151
Gersemia,57,-164
Gersemia,56,-164
Gersemia,55,-166
Gersemia,55,-167
Gersemia,57,-163
Gersemia,56,-169
Gersemia,64,-167
Gersemia,65,-167
Gersemia,63,-166
Gersemia,63,-167
Gersemia,63,-168
Gersemia,64,-166
Gersemia,64,-165
Gersemia,64,-164
Gersemia,64,-163
Gersemia,64,-162
Gersemia,58,-161
Gersemia,58,-170
Gersemia,60,-172
Gersemia,60,-169
Gersemia,60,-166
Gersemia,58,-164
Gersemia,58,-163
Gersemia,58,-162
Gersemia,58,-160
Gersemia,57,-158
Gersemia,57,-160
Gersemia,57,-159
Gersemia,61,-173
Gersemia,58,-158
Gersemia,57,-162
Gersemia,61,-168
Gersemia,62,-174
Gersemia,62,-175
Gersemia,63,-175
Gersemia,62,-172
Gersemia,64,-173
Gersemia,62,-170
Gersemia,63,-172
Gersemia,60,-167
Gersemia,60,-168
Gersemia,56,-165
Gersemia,57,-167
Gersemia,59,-168
Gersemia,59,-169
Gersemia,58,-169
Gersemia,57,-169
Gersemia,59,-170
Gersemia,60,-170
Gersemia,61,-171
Gersemia,59,-171
Gersemia,60,-171
Gersemia,59,-172
Gersemia,60,-173
Gersemia,59,-176
Gersemia,57,-161
Gersemia,56,-162
Gersemia,56,-163
Gersemia,59,-163
Gersemia,65,-166
Gersemia,65,-164
Gersemia,65,-162
Gersemia,63,-170
Gersemia,62,-173
Gersemia,61,-170
Gersemia,59,-164
Gersemia,59,-166
Gersemia,58,-171
Gersemia,60,-177
Gersemia,58,-159
Gersemia,56,-166
Gersemia,59,-160
Gersemia,61,-174
Gersemia,63,-165
Gersemia,62,-167
Gersemia,63,-174
Gersemia,62,-169
Gersemia,62,-171
Gersemia,61,-169
Gersemia,64,-174
Gersemia,65,-177
Gersemia,57,-170
Gersemia,58,-172
Gersemia,61,-175
Gersemia,61,-176
Gersemia,62,-176
Gersemia,71,-164
Gersemia,71,-162
Gersemia,72,-164
Gersemia,71,-161
Gersemia,71,-163
Gersemia,72,-165
Gersemia,70,-164
Gersemia,70,-163
Gersemia,70,-165
Gersemia,61,-177
Gersemia,61,-172
Gersemia,63,-173
Gersemia,62,-168
Gersemia,63,-169
Gersemia,56,-167
Gersemia,59,-173
Gersemia,55,-162
Gersemia,55,-160
Gersemia,60,-175
Gersemia,56,-155
Gersemia,55,-165
Gersemia,56,-161
Gersemia,53,-170
Gersemia,52,-171
Gersemia,53,-171
Gersemia,53,-172
Gersemia,52,-177
Gersemia,52,-178
Gersemia,52,179
Gersemia,53,-169
Gersemia,56,-160
Gersemia,56,-156
Gersemia,60,-174
Gersemia,57,-171
Gersemia,59,-174
Gersemia,59,-165
Gersemia,56,-170
Gersemia,59,-177
Gersemia,45,-124
Gersemia,45,-125
Gersemia,54,-168
Gersemia,54,-167
Gersemia,60,-176
Gersemia,58,-150
Gersemia,52,-180
Gersemia,52,-170
Gersemia,52,-173
Gersemia,52,-172
Gersemia,61,-178
Gersemia,54,-165
Gersemia,52,180
Gersemia,52,176
Gersemia,56,-153
Gersemia,57,-152
Alcyonacea,59,-149
Alcyonacea,60,-149
Alcyonacea,57,-162
Alcyonacea,56,-169
Alcyonacea,57,-152
Alcyonacea,59,-141
Alcyonacea,59,-142
Alcyonacea,58,-150
Alcyonacea,65,-169
Alcyonacea,57,-160
Alcyonacea,55,-134
Alcyonacea,58,-149
Alcyonacea,55,-158
Alcyonacea,52,-172
Alcyonacea,52,177
Alcyonacea,52,180
Alcyonacea,55,-159
Alcyonacea,57,-153
Alcyonacea,56,-155
Alcyonacea,57,-159
Alcyonacea,59,-150
Alcyonacea,42,-125
Alcyonacea,43,-125
Alcyonacea,53,-170
Alcyonacea,53,-171
Alcyonacea,52,-174
Alcyonacea,52,-175
Alcyonacea,52,-176
Alcyonacea,52,-178
Alcyonacea,52,175
Alcyonacea,53,173
Alcyonacea,53,171
Alcyonacea,53,172
Alcyonacea,52,179
Alcyonacea,51,-130
Alcyonacea,53,-166
Alcyonacea,44,-125
Alcyonacea,54,-166
Alcyonacea,54,-167
Alcyonacea,52,-171
Alcyonacea,53,-172
Alcyonacea,52,-173
Alcyonacea,52,-177
Alcyonacea,52,-180
Alcyonacea,51,179
Alcyonacea,52,178
Alcyonacea,52,176
Alcyonacea,45,-125
Alcyonacea,48,-126
Alcyonacea,41,-125
Alcyonacea,53,-167
Alcyonacea,54,-162
Alcyonacea,58,-174
Alcyonacea,46,-125
Alcyonacea,47,-125
Alcyonacea,51,-178
Alcyonacea,51,-179
Alcyonacea,52,174
Alcyonacea,35,-122
Alcyonacea,48,-125
Alcyonacea,53,-169
Alcyonacea,59,-165
Alcyonacea,54,-164
Alcyonacea,54,-163
Alcyonacea,56,-167
Alcyonacea,60,-144
Alcyonacea,59,-148
Alcyonacea,56,-168
Alcyonacea,56,-170
Alcyonacea,57,-170
Alcyonacea,60,-173
Alcyonacea,57,-173
Alcyonacea,56,-156
Alcyonacea,37,-123
Alcyonacea,52,-179
Alcyonacea,53,-180
Alcyonacea,58,-151
Alcyonacea,44,-124
Alcyonacea,59,-169
Alcyonacea,62,-175
Alcyonacea,55,-168
Alcyonacea,56,-165
Balticina californica,60,-147
Balticina californica,60,-145
Balticina californica,60,-144
Balticina californica,60,-143
Balticina californica,59,-143
Balticina californica,59,-142
Balticina californica,60,-140
Balticina californica,54,-167
Balticina californica,53,-169
Balticina californica,54,-168
Balticina californica,52,-174
Balticina californica,53,173
Balticina californica,52,174
Balticina californica,52,173
Balticina californica,55,-160
Balticina californica,56,-159
Balticina californica,58,-153
Balticina californica,58,-154
Balticina californica,56,-154
Balticina californica,57,-151
Balticina californica,58,-151
Balticina californica,59,-150
Balticina californica,59,-149
Balticina californica,59,-147
Balticina californica,58,-152
Balticina californica,59,-152
Balticina californica,54,-166
Balticina californica,52,-175
Balticina californica,52,-177
Balticina californica,59,-178
Balticina californica,52,-173
Balticina californica,54,-163
Balticina californica,54,-161
Balticina californica,55,-161
Balticina californica,55,-159
Balticina californica,56,-160
Balticina californica,56,-157
Balticina californica,56,-158
Balticina californica,59,-153
Balticina,55,-161
Balticina,55,-168
Balticina,56,-168
Balticina,56,-167
Balticina,58,-151
Balticina,57,-152
Balticina,59,-149
Balticina,57,-172
Balticina,58,-172
Balticina,57,-170
Balticina,56,-171
Balticina,60,-143
Balticina,56,-166
Balticina,60,-144
Balticina,55,-163
Balticina,57,-158
Balticina,54,-162
Balticina,54,-161
Balticina,58,-171
Balticina,56,-164
Balticina,57,-173
Balticina,60,-178
Balticina,55,-167
Balticina,55,-160
Balticina,55,-159
Balticina,56,-155
Balticina,59,-178
Balticina,58,-175
Balticina,53,-173
Balticina willemoesi,57,-172
Balticina willemoesi,57,-173
Balticina willemoesi,56,-171
Balticina willemoesi,55,-167
Balticina willemoesi,54,-166
Balticina willemoesi,55,-166
Balticina willemoesi,54,-164
Balticina willemoesi,55,-163
Balticina willemoesi,55,-161
Balticina willemoesi,55,-158
Balticina willemoesi,56,-159
Balticina willemoesi,56,-156
Balticina willemoesi,59,-141
Balticina willemoesi,60,-143
Balticina willemoesi,60,-147
Balticina willemoesi,58,-152
Balticina willemoesi,59,-150
Balticina willemoesi,56,-154
Balticina willemoesi,54,-167
Balticina willemoesi,54,-168
Balticina willemoesi,52,173
Balticina willemoesi,53,174
Balticina willemoesi,52,-174
Balticina willemoesi,53,-166
Balticina willemoesi,54,-165
Balticina willemoesi,54,-163
Balticina willemoesi,55,-164
Balticina willemoesi,55,-162
Balticina willemoesi,55,-160
Balticina willemoesi,55,-159
Balticina willemoesi,56,-165
Balticina willemoesi,55,-165
Balticina willemoesi,58,-155
Balticina willemoesi,58,-154
Balticina willemoesi,56,-168
Balticina willemoesi,58,-153
Balticina willemoesi,57,-150
Balticina willemoesi,57,-152
Balticina willemoesi,57,-151
Balticina willemoesi,58,-150
Balticina willemoesi,58,-151
Balticina willemoesi,58,-149
Balticina willemoesi,60,-148
Balticina willemoesi,59,-148
Balticina willemoesi,59,-147
Balticina willemoesi,59,-139
Balticina willemoesi,59,-140
Balticina willemoesi,58,-139
Balticina willemoesi,55,-134
Balticina willemoesi,55,-168
Balticina willemoesi,58,-175
Balticina willemoesi,54,-160
Balticina willemoesi,56,-158
Balticina willemoesi,57,-155
Balticina willemoesi,57,-171
Balticina willemoesi,57,-153
Balticina willemoesi,59,-149
Balticina willemoesi,60,-146
Balticina willemoesi,59,-142
Balticina willemoesi,60,-142
Balticina willemoesi,58,-140
